"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
399,"Newman, G., Sansom, G. T., Yu, S., Kirsch, K. R., Li, D., Kim, Y.","A framework for evaluating the effects of green infrastructure in mitigating pollutant transferal and flood events in Sunnyside, Houston, TX","… vulnerable to environmental contamination from industrial land … This paper presents a framework for combining landscape … , decreased stormwater runoff contaminants, and provided a …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2022): 22",,,,,,,,,,,,,,,,,"A framework for evaluating the effects of green infrastructure in mitigating pollutant transferal and flood events in Sunnyside, Houston, TX",,,,JOUR,,https://www.mdpi.com/2071-1050/14/7/4247,,,2022
400,"Newman, G., Shi, T., Yao, Z., Li, D., Sansom, G.","Citizen science-informed community master planning: Land use and built environment changes to increase flood resilience and decrease contaminant …","… quality, and socially vulnerable populations. Manchester, TX … air pollution and energy use, providing pollution treatment, … rely on aesthetics and existing frameworks to develop master …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International journal of …",,,,,,,,,"Cited By (since 2020): 47",,,,,,,,,,,,,,,,,"Citizen science-informed community master planning: Land use and built environment changes to increase flood resilience and decrease contaminant …",,,,JOUR,,https://www.mdpi.com/1660-4601/17/2/486,,,2020
401,"Novak, D. C., Sullivan, J. F., Sentoff, K., Dowds, J.","A framework to guide strategic disinvestment in roadway infrastructure considering social vulnerability","… in recent years, there is no established framework for disinvestment actions, potential travel … affect socially vulnerable populations. In this paper, we present a novel framework to guide …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Transportation Research Part …",,,,,,,,,"Cited By (since 2020): 12",,,,,,,,,,,,,,,,,"A framework to guide strategic disinvestment in roadway infrastructure considering social vulnerability",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0965856418315325,,,2020
402,"Nwokediegwu, Z. Q. S.","Review of emerging contaminants in water: USA and African perspectives",,,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International …",,,,,,,,,"Cited By (since 2024): 16",,,,,,,,,,,,,,,,,"Review of emerging contaminants in water: USA and African perspectives",,,,JOUR,,,,,2024
403,"Ogneva-Himmelberger, Y., Huang, L.","Spatial distribution of unconventional gas wells and human populations in the Marcellus Shale in the United States: Vulnerability analysis","… and high proportions of vulnerable populations occur. The results … One of the main sources of pollution is water that returns to … using an environmental justice framework. “Environmental …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Applied Geography",,,,,,,,,"Cited By (since 2015): 123",,,,,,,,,,,,,,,,,"Spatial distribution of unconventional gas wells and human populations in the Marcellus Shale in the United States: Vulnerability analysis",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S0143622815000776 https://www.ejnet.org/ej/frackingthepoor.pdf",,,2015
404,"Ojeyinka, O. T., Omaghomi, T. T.","Climate change and zoonotic diseases: a conceptual framework for predicting and managing health risks in the USA","… framework seeks to develop predictive models for identifying high-risk areas and vulnerable populations … that promote resilience, protect vulnerable populations, and reduce the burden …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"GSC Biological and …",,,,,,,,,"Cited By (since 2024): 28",,,,,,,,,,,,,,,,,"Climate change and zoonotic diseases: a conceptual framework for predicting and managing health risks in the USA",,,,JOUR,,"https://gsconlinepress.com/journals/gscbps/content/climate-change-and-zoonotic-diseases-conceptual-framework-predicting-and-managing-health https://gsconlinepress.com/journals/gscbps/sites/default/files/GSCBPS-2024-0084.pdf",,,2024
405,"Osiecki, Kristin M., Quinsey, Logan, Sambanis, Apostolis","Investigating Historical Hurricane Disaster Loss Data and Vulnerable Populations: Identifying the Most Impacted Census Tracts in the Houston Metropolitan Area","… to air, water, or soil contaminants, profoundly affects the health … Socially vulnerable populations living in HGB, such as racial … Our study investigates vulnerability using a GIS framework …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1089/env.2020.0040,,,,,"1939-4071 1937-5174",3,"Environmental Justice",,,,,,,,,"Cited By (since 2021): 3",,,,,,,178-187,,,,,,,,,178,"Investigating Historical Hurricane Disaster Loss Data and Vulnerable Populations: Identifying the Most Impacted Census Tracts in the Houston Metropolitan Area",,,,JOUR,,"https://www.liebertpub.com/doi/abs/10.1089/env.2020.0040 https://www.researchgate.net/profile/Kristin-Osiecki/publication/348533377_Investigating_Historical_Hurricane_Disaster_Loss_Data_and_Vulnerable_Populations_Identifying_the_Most_Impacted_Census_Tracts_in_the_Houston_Metropolitan_Area/links/63c58ff86fe15d6a5724ff2c/Investigating-Historical-Hurricane-Disaster-Loss-Data-and-Vulnerable-Populations-Identifying-the-Most-Impacted-Census-Tracts-in-the-Houston-Metropolitan-Area.pdf",,14,2021
406,"Pacquiao, D.","Conceptual framework for culturally competent care","… framework integrates the principles of cultural competence, human rights, social justice, and beneficence to address health inequities particularly in vulnerable populations. … air pollution …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/978-3-319-69332-3_1,,,,,,,"Global applications of culturally competent health care …",,,,,,,,,"Cited By (since 2018): 9",,,,,,,,,,,,,,,,,"Conceptual framework for culturally competent care",,,,JOUR,,https://link.springer.com/chapter/10.1007/978-3-319-69332-3_1,,,2018
407,"Rickenbacker, H., Brown, F., Bilec, M.","Creating environmental consciousness in underserved communities: Implementation and outcomes of community-based environmental justice and air pollution …","… from the establishment of a replicable framework that expands beyond the traditional norms … increase the environmental consciousness of vulnerable populations. Trainings were then …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Sustainable cities and society",,,,,,,,,"Cited By (since 2019): 68",,,,,,,,,,,,,,,,,"Creating environmental consciousness in underserved communities: Implementation and outcomes of community-based environmental justice and air pollution …",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S2210670718321449 https://www.sciencedirect.com/science/article/am/pii/S2210670718321449",,,2019
408,"Rother, H. A., Sabel, C. E., Vardoulakis, S.","A collaborative framework highlighting climate-sensitive non-communicable diseases in urban sub-Saharan Africa","… -sensitive NCDs impacts on vulnerable populations, ie women, … The mechanism of interaction between air pollutants and … are particularly susceptible to air pollution because of their …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/978-3-030-14857-7_25,,,,,,,"Africa and the sustainable …",,,,,,,,,"Cited By (since 2020): 9",,,,,,,,,,,,,,,,,"A collaborative framework highlighting climate-sensitive non-communicable diseases in urban sub-Saharan Africa",,,,JOUR,,"https://link.springer.com/chapter/10.1007/978-3-030-14857-7_25 http://students.aiu.edu/submissions/profiles/resources/onlineBook/V2b4p6_Africa%20and%20the%20Sustainable%20Development%20Goals-2020.pdf#page=271",,,2020
409,"Sahoo, S., Goswami, S.","Theoretical framework for assessing the economic and environmental impact of water pollution: A detailed study on sustainable development of India","… the relationship between water pollution and sustainable development. Water pollution is a … on water pollution and sustainable development, including empirical studies, theoretical …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Journal of Future Sustainability",,,,,,,,,"Cited By (since 2024): 78",,,,,,,,,,,,,,,,,"Theoretical framework for assessing the economic and environmental impact of water pollution: A detailed study on sustainable development of India",,,,JOUR,,"http://growingscience.com/beta/jfs/6062-theoretical-framework-for-assessing-the-economic-and-environmental-impact-of-water-pollution-a-detailed-study-on-sustainable-development-of-india.html http://growingscience.com/jfs/Vol4/jfs_2024_3.pdf",,,2024
410,"Salem, B. E., Nyamathi, A., Phillips, L. R.","Identifying frailty among vulnerable populations","… Framework among Vulnerable Populations (FFVP), which is an adaptation of the Integrated Conceptual Model of Frailty 9 , the Working Framework … proper sanitation, pollution, and high …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"ANS. Advances in …",,,,,,,,,"Cited By (since 2014): 14",,,,,,,,,,,,,,,,,"Identifying frailty among vulnerable populations",,,,JOUR,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4162317/,,,2014
411,"Schuch, Laura, Curtis, Andrew, Davidson, Joel","Reducing Lead Exposure Risk to Vulnerable Populations: A Proactive Geographic Solution","… framework for reducing health effects resulting from lead exposure in older urban settings. … Citation2016), lead-contaminated dust, and lead in soil are considered the sources with the …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1080/24694452.2016.1261689,,,,,"2469-4452 2469-4460",3,"Annals of the American Association of Geographers",,,,,,,,,"Cited By (since 2017): 30",,,,,,,606-624,,,,,,,,,606,"Reducing Lead Exposure Risk to Vulnerable Populations: A Proactive Geographic Solution",,,,JOUR,,https://www.tandfonline.com/doi/abs/10.1080/24694452.2016.1261689,,107,2017
412,"Shapira, S., Feder-Bubis, P., Clarfield, A. M.","Bridging information gaps: the path to optimal care for medically vulnerable populations following large-scale public health emergencies","… framework for managing data flow regarding the location and needs of vulnerable populations, … if the water supply is irregular or polluted, as documented among shelter occupants …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International Journal of …",,,,,,,,,"Cited By (since 2019): 4",,,,,,,,,,,,,,,,,"Bridging information gaps: the path to optimal care for medically vulnerable populations following large-scale public health emergencies",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420919301669,,,2019
413,"Sharma, R., Srikanth, R.","The consequences of climate change on vulnerable populations","… Researchers have been working towards developing frameworks, indices and identifying indicators to assess and measure vulnerability. Geospatial technologies are being increasingly …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.4324/9781003190516-13,,,,,,,"Climate Change and the Health Sector",,,,,,,,,"Cited By (since 2021): 1",,,,,,,,,,,,,,,,,"The consequences of climate change on vulnerable populations",,,,JOUR,,"https://www.taylorfrancis.com/chapters/oa-edit/10.4324/9781003190516-13/consequences-climate-change-vulnerable-populations-richa-sharma-srikanth https://api.taylorfrancis.com/content/chapters/oa-edit/download?identifierName=doi&identifierValue=10.4324/9781003190516-13&type=chapterpdf",,,2021
414,"Shi, L., Stevens, G. D.","Vulnerable populations in the United States","… framework to study vulnerable populations that reflects the convergence of vulnerable characteristics. The framework … have much greater exposure to air pollution. Such conditions (for …",,,,,,,,,,,"GS Search 3",,,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,,,,,,,,,,"Cited By (since 2021): 321","Query date: 2024-09-27 10:26:01",,,,,,,,,,books.google.com,,,,,,"Vulnerable populations in the United States",,,,BOOK,,https://books.google.com/books?hl=en&lr=&id=gc0cEAAAQBAJ&oi=fnd&pg=PR15&dq=framework+%22vulnerable+populations%22+pollution%7Cpolluted%7Cpollutants%7Ccontamination%7Ccontaminated%7Ccontaminants%7Ccontaminates&ots=VqQ2Rop4RC&sig=5S_YNz9CmE5vO3HkVlV6Sts-lcQ,,,2021
415,"Strickling, H., DiCarlo, M. F., Shafiee, M. E.","Simulation of containment and wireless emergency alerts within targeted pressure zones for water contamination management","… This research develops a framework to evaluate and rank strategies that use hazard … Vulnerable populations, such as those who work, attend school or frequently visit in the affected …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Sustainable Cities and …",,,,,,,,,"Cited By (since 2020): 31",,,,,,,,,,,,,,,,,"Simulation of containment and wireless emergency alerts within targeted pressure zones for water contamination management",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2210670719301106,,,2020
416,"Teixeira, Samantha, Krings, Amy","Sustainable Social Work: An Environmental Justice Framework for Social Work Education","… sites, resource contamination (eg, exposure to pesticides), air pollution, and numerous … concerns and their consequences for vulnerable populations using existing social work models …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1080/02615479.2015.1063601,,,,,"0261-5479 1470-1227",5,"Social Work Education",,,,,,,,,"Cited By (since 2015): 137",,,,,,,513-527,,,,,,,,,513,"Sustainable Social Work: An Environmental Justice Framework for Social Work Education",,,,JOUR,,"https://www.tandfonline.com/doi/abs/10.1080/02615479.2015.1063601 https://ecommons.luc.edu/cgi/viewcontent.cgi?article=1078&context=socialwork_facpubs",,34,2015
417,"Welsh Carroll, Megan, Flanigan, Shawn Teresa, Gutierrez, Nicolas","Black Lives Experiencing Homelessness Matter: A Critical Conceptual Framework for Understanding How Policing Drives System Avoidance among Vulnerable Populations","… ,” we develop a conceptual framework that brings together critical theoretical perspectives … We reflect on these findings and our framework for envisioning a system of public safety that …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1080/10999922.2022.2090779,,,,,"1099-9922 1558-0989",3,"Public Integrity",,,,,,,,,"Cited By (since 2023): 13",,,,,,,285-300,,,,,,,,,285,"Black Lives Experiencing Homelessness Matter: A Critical Conceptual Framework for Understanding How Policing Drives System Avoidance among Vulnerable Populations",,,,JOUR,,"https://www.tandfonline.com/doi/abs/10.1080/10999922.2022.2090779 https://www.tandfonline.com/doi/pdf/10.1080/10999922.2022.2090779",,25,2022
418,"Yagci Sokat, Kezban, Altay, Nezih","Serving vulnerable populations under the threat of epidemics and pandemics","… framework we take on a structured review of literature of relevant disciplines to identify research gaps on vulnerable populations in … People contaminated with flood waters walking into …",,,,,,,,,,,"GS Search 3",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1108/jhlscm-08-2020-0070,,,,,2042-6747,2,"Journal of Humanitarian Logistics and Supply Chain Management",,,,,,,,,"Cited By (since 2021): 25",,,,,,,176-197,,,,,,,,,176,"Serving vulnerable populations under the threat of epidemics and pandemics",,,,JOUR,,"https://www.emerald.com/insight/content/doi/10.1108/JHLSCM-08-2020-0070 https://scholar.archive.org/work/cm6f75i5xfaibhep7ogoxx63rm/access/wayback/https://www.emerald.com/insight/content/doi/10.1108/JHLSCM-08-2020-0070/full/pdf?title=serving-vulnerable-populations-under-the-threat-of-epidemics-and-pandemics",,11,2021
419,"Abarca-Alvarez, F. J., Reinoso-Bellido, R.","Decision model for predicting social vulnerability using artificial intelligence","… framework, the main aim of the research is the construction of a predictive model that allows the identification of territories with high social vulnerability … risk by contamination is described …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"… International Journal of …",,,,,,,,,"Cited By (since 2019): 14",,,,,,,,,,,,,,,,,"Decision model for predicting social vulnerability using artificial intelligence",,,,JOUR,,https://www.mdpi.com/2220-9964/8/12/575,,,2019
420,"Alvarez, S., Bahja, F., Fyall, A.","A framework to identify destination vulnerability to hazards","We posit that destination vulnerability is the result of chronic conditions whose root causes lie dormant in plain sight, yet rear their ugly head during every crisis. This interdisciplinary …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Tourism Management",,,,,,,,,"Cited By (since 2022): 46",,,,,,,,,,,,,,,,,"A framework to identify destination vulnerability to hazards",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0261517721001886,,,2022
421,"Berrouet, L. M., Machado, J., Villegas-Palacio, C.","Vulnerability of socio—ecological systems: A conceptual Framework","… of vulnerability for understanding both the social vulnerability and ecological vulnerability separately and then jointly, in interaction with each other. The framework offers a way to …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Ecological indicators",,,,,,,,,"Cited By (since 2018): 213",,,,,,,,,,,,,,,,,"Vulnerability of socio—ecological systems: A conceptual Framework",,,,JOUR,,"https://www.sciencedirect.com/science/article/pii/S1470160X17304648 https://www.academia.edu/download/101119672/j.ecolind.2017.07.05120230416-1-bfxf0n.pdf",,,2018
422,"Botezan, C. S., Radovici, A., Ajtai, I.","The challenge of social vulnerability assessment in the context of land use changes for sustainable urban planning—case studies: Developing cities in …","… activities, therefore increasing social vulnerability. Therefore, the … , or providing a significant reduction in traffic pollution [5]. … framework and a ground for sustainable development [87,89]. …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Land,,,,,,,,,"Cited By (since 2021): 14",,,,,,,,,,,,,,,,,"The challenge of social vulnerability assessment in the context of land use changes for sustainable urban planning—case studies: Developing cities in …",,,,JOUR,,https://www.mdpi.com/2073-445X/11/1/17,,,2021
423,"Castro, J. A. G.","Denaturalizing climate change: Environmental injustice and social vulnerability in contexts of socio-spatial segregation in Mexico","… in social vulnerability to flood risk. Furthermore, I propose a theoretical framework aimed at … with violations of the right to live in a pollution-free environment and equitable access to …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International Journal of Disaster Risk Reduction",,,,,,,,,"Cited By (since 2023): 1",,,,,,,,,,,,,,,,,"Denaturalizing climate change: Environmental injustice and social vulnerability in contexts of socio-spatial segregation in Mexico",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420923002820,,,2023
424,"Chakalian, P. M.","Mechanisms of Social Vulnerability to Environmental Hazards","… In this framework, social vulnerability is operationalized through pathways or processes, within each of which potentially different mechanisms may generate outcomes independently or …",,,,,,,,,,,"GS Search 4",,,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,,,,,,,,,,"Cited By (since 2019): 5","Query date: 2024-09-27 10:28:17",,,,,,,,,,search.proquest.com,,,,,,"Mechanisms of Social Vulnerability to Environmental Hazards",,,,BOOK,,"https://search.proquest.com/openview/5ada20c71105e8fde4ffa291f8203c29/1?pq-origsite=gscholar&cbl=18750&diss=y https://core.ac.uk/download/pdf/240229039.pdf",,,2019
425,"de Loyola Hummell, Beatriz Maria, Cutter, Susan L., Emrich, Christopher T.","Social Vulnerability to Natural Hazards in Brazil","… -based framework adopted in the Social Vulnerability Index … , as well as the social vulnerability of metropolitan areas and … and would be at greater risk of soil and water contamination. …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/s13753-016-0090-9,,,,,"2095-0055 2192-6395",2,"International Journal of Disaster Risk Science",,,,,,,,,"Cited By (since 2016): 322",,,,,,,111-122,,,,,,,,,111,"Social Vulnerability to Natural Hazards in Brazil",,,,JOUR,,https://link.springer.com/article/10.1007/s13753-016-0090-9,,7,2016
426,"Depietri, Yaella","The social–ecological dimension of vulnerability and risk to natural hazards","… I also adopt the MOVE framework developed by Birkmann et al… Pollution reduction at the source might also be needed to … the links between social vulnerability and the ecosystem in …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/s11625-019-00710-y,,,,,"1862-4065 1862-4057",2,"Sustainability Science",,,,,,,,,"Cited By (since 2020): 81",,,,,,,587-604,,,,,,,,,587,"The social–ecological dimension of vulnerability and risk to natural hazards",,,,JOUR,,"https://link.springer.com/article/10.1007/s11625-019-00710-y https://orenstein.net.technion.ac.il/files/2019/07/Depietri2019_Article_TheSocialEcologicalDimensionOf.pdf",,15,2019
427,"Derakhshan, S., Eisenman, D. P., Basu, R.","Do social vulnerability indices correlate with extreme heat health outcomes?","… Several frameworks exist to measure vulnerability to extreme heat events using a health … by heat and pollution and highlight the need for use of both social vulnerability and indicators of …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"The Journal of Climate …",,,,,,,,,"Cited By (since 2024): 2",,,,,,,,,,,,,,,,,"Do social vulnerability indices correlate with extreme heat health outcomes?",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2667278223000755,,,2024
428,"Dhungana, B., Liu, W.","Urban–Rural Exposure to Flood Hazard and Social Vulnerability in the Conterminous United States","… risk and social vulnerability … Social Vulnerability Index (SVI). Statistical analysis, including the Mann–Whitney U test, indicated significant differences in flood risk and social vulnerability …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"ISPRS International Journal of Geo-Information",,,,,,,,,,,,,,,,,,,,,,,,,,"Urban–Rural Exposure to Flood Hazard and Social Vulnerability in the Conterminous United States",,,,JOUR,,https://www.mdpi.com/2220-9964/13/9/339,,,2024
429,"Dong, J., Peng, J., He, X., Corcoran, J., Qiu, S.","Heatwave-induced human health risk assessment in megacities based on heat stress-social vulnerability-human exposure framework","… The heatwave-induced human health risk was assessed in this study based on the heat stress-social vulnerability-human exposure framework. We selected 177 blocks in Wuhan City …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Landscape and Urban …",,,,,,,,,"Cited By (since 2020): 120",,,,,,,,,,,,,,,,,"Heatwave-induced human health risk assessment in megacities based on heat stress-social vulnerability-human exposure framework",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0169204619316767,,,2020
430,"Drakes, Oronde, Restrepo‐Osorio, Diana, Powlen, Kathryn A., Hines, Megan","Social Vulnerability and Water Insecurity in the Western United States: A Systematic Review of Framings, Indicators, and Uncertainty","… of social vulnerability to water security. Further, we provide a framework comparing … focused on surface water contamination, although groundwater contamination and floods were also …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1029/2023wr036284,,,,,"0043-1397 1944-7973",8,"Water Resources Research",,,,,,,,,,,,,,,,,,,,,,,,,,"Social Vulnerability and Water Insecurity in the Western United States: A Systematic Review of Framings, Indicators, and Uncertainty",,,,JOUR,,"https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023WR036284 https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2023WR036284",,60,2024
431,"Drakes, O., Tate, E., Rainey, J., Brody, S.","Social vulnerability and short-term disaster assistance in the United States","… scale, urban pollution risk was determined based on the interaction of soil contamination by … An equity framework for funding allocation may bolster the effectiveness of federal …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"International Journal of Disaster Risk …",,,,,,,,,"Cited By (since 2021): 104",,,,,,,,,,,,,,,,,"Social vulnerability and short-term disaster assistance in the United States",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2212420920315120,,,2021
432,"Fabolude, G., Knoble, C., Vu, A., Yu, D.","Comprehensive lead exposure vulnerability for New Jersey: Insights from a Multi-Criteria risk assessment and community impact analysis framework","… , leading to potential lead contamination in drinking water systems, especially in aging infrastructure (Dignam et al., 2019). Our study aims to assess lead contamination risk factors for …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Ecological Indicators",,,,,,,,,,,,,,,,,,,,,,,,,,"Comprehensive lead exposure vulnerability for New Jersey: Insights from a Multi-Criteria risk assessment and community impact analysis framework",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S1470160X24010422,,,2024
433,"Freitas, Camila Rizzini, D’Avignon, Alexandre Louis de Almeida, Castro, Ana Célia","Urban social vulnerability and climate change in Rio de Janeiro city associated with population mobility","This article intends to verify how climate change vulnerability and population mobility are related and how they are spatially distributed in the city of Rio de Janeiro. Rio de Janeiro is …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1080/1523908x.2019.1674135,,,,,"1523-908X 1522-7200",6,"Journal of Environmental Policy & Planning",,,,,,,,,"Cited By (since 2019): 16",,,,,,,797-810,,,,,,,,,797,"Urban social vulnerability and climate change in Rio de Janeiro city associated with population mobility",,,,JOUR,,https://www.tandfonline.com/doi/abs/10.1080/1523908X.2019.1674135,,21,2019
434,"Gayen, S., Vallejo-Villalta, L. I.","Assessment of social vulnerability in Malaga Province, Spain: A comparison of indicator standardization techniques","… Analysis of vulnerability assessment frameworks and … and the implications for the Sendai framework for disaster risk reduction. … unequal impacts: social vulnerability to air pollution, noise …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,"Revista de Estudios …",,,,,,,,,"Cited By (since 2021): 13",,,,,,,,,,,,,,,,,"Assessment of social vulnerability in Malaga Province, Spain: A comparison of indicator standardization techniques",,,,JOUR,,"https://revistascientificas.us.es/index.php/REA/article/view/12165 https://revistascientificas.us.es/index.php/REA/article/download/12165/13450",,,2021
435,"Ge, Y., Dou, W., Dai, J.","A new approach to identify social vulnerability to climate change in the Yangtze River delta","… approach regarding social vulnerability to climate change, and measured social vulnerability in … These theories, or scientific knowledge such as conceptual frameworks, are about the …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2017): 17",,,,,,,,,,,,,,,,,"A new approach to identify social vulnerability to climate change in the Yangtze River delta",,,,JOUR,,https://www.mdpi.com/2071-1050/9/12/2236,,,2017
436,"Ge, Y., Dou, W., Liu, N.","Planning resilient and sustainable cities: Identifying and targeting social vulnerability to climate change","… a new framework for assessing social vulnerability to climate change. A social vulnerability … First, the 10 factors having the most influence on social vulnerability were identified. They …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2017): 33",,,,,,,,,,,,,,,,,"Planning resilient and sustainable cities: Identifying and targeting social vulnerability to climate change",,,,JOUR,,https://www.mdpi.com/2071-1050/9/8/1394,,,2017
437,"Ge, Yi, Dou, Wen, Wang, Xiaotao, Chen, Yi, Zhang, Ziyuan","Identifying urban–rural differences in social vulnerability to natural hazards: a case study of China","… frameworks have been introduced to social vulnerability … ) model, and the vulnerability framework for sustainability science (… paper: Mapping social vulnerability to air pollution: A case …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,10.1007/s11069-021-04792-9,,,,,"0921-030X 1573-0840",3,"Natural Hazards",,,,,,,,,"Cited By (since 2021): 18",,,,,,,2629-2651,,,,,,,,,2629,"Identifying urban–rural differences in social vulnerability to natural hazards: a case study of China",,,,JOUR,,"https://link.springer.com/article/10.1007/s11069-021-04792-9 https://www.researchgate.net/profile/Yi-Ge-4/publication/352298966_Identifying_urban-rural_differences_in_social_vulnerability_to_natural_hazards_a_case_study_of_China/links/60c46ff892851ca6f8dfc14f/Identifying-urban-rural-differences-in-social-vulnerability-to-natural-hazards-a-case-study-of-China.pdf",,108,2021
438,"Ge, Y., Dou, W., Zhang, H.","A new framework for understanding urban social vulnerability from a network perspective","… framework for urban social vulnerability assessment based on network theory, where a new dimension of social vulnerability (… This paper concentrates on urban social vulnerability and …",,,,,,,,,,,"GS Search 4",,//,"2024-10-03 23:12:35","2024-10-03 23:12:35",,,,,,,,,Sustainability,,,,,,,,,"Cited By (since 2017): 43",,,,,,,,,,,,,,,,,"A new framework for understanding urban social vulnerability from a network perspective",,,,JOUR,,https://www.mdpi.com/2071-1050/9/10/1723,,,2017
